_id	pin	address	billing_city	current_delq_tax	current_delq_pi	prior_years	prior_delq_tax	prior_delq_pi	state_description	neighborhood	council_district	ward	public_works_division	pli_division	police_zone	fire_zone	longitude	latitude
1898703	0095L00019000000	115 OVERBROOK BLVD	PITTSBURGH, PA	390.78	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98708916508313	40.38896719530828
1898704	0060B00047000000	BROOK ST	PITTSBURGH, PA	66.72	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.99444039031356	40.403694496511775
1898705	0095G00277000000	2237 SPOKANE AVE	PITTSBURGH, PA	1307.52	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98987786589811	40.38962825542309
1898706	0138C00025000000	500 MAYTIDE ST	PITTSBURGH, PA	667.12	0	0	0	0	Residential	Carrick	4	32	4	32	3	4-23	-79.9884072465787	40.384572466485565
1898707	0033S00246000000	1211 TRANSVERSE AVE	PITTSBURGH, PA	181.5	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98486368239348	40.40445995829448
1898708	0095L00015000000	123 OVERBROOK BLVD	CANONSBURG, PA	1080.71	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98738121667486	40.3891271926628
1898709	0060D00238000000	207 BIRMINGHAM AVE	PITTSBURGH, PA	309.52	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98607670893993	40.402708778695754
1898710	0033R00071000000	105 CALHOUN AVE	PITTSBURGH, PA	155.83	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98884567841522	40.40616245769064
1898711	0060G00154000000	1520 AMANDA ST	PITTSBURGH, PA	1238.9	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98849107341253	40.400322520819614
1898712	0060M00012000000	1738 CONCORDIA ST	PITTSBURGH, PA	514.64	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.9868821027312	40.39757228535909
1898713	0060B00074000000	MINOOKA ST	PITTSBURGH, PA	133.42	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.99393188057712	40.40346223661868
1898714	0060G00070000000	36 W MEYERS ST	PITTSBURGH, PA	1126.45	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99053515595291	40.400172244157325
1898715	0060D00202000000	331 BIRMINGHAM AVE	PITTSBURGH, PA	334.31	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98292264128494	40.403688120870434
1898716	0060S00098000000	110 POPLARGROVE ST	PITTSBURGH, PA	76.13	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98589728994185	40.39610587071736
1898717	0094G00056000000	2760 WATERMAN AVE	BETHEL PARK, PA	1349.45	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.9736531727709	40.39154976596141
1898718	0137E00086000000	142 NEWBURN AVE	PITTSBURGH, PA	1000.66	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98114026156564	40.381655143514095
1898719	0060E00199000000	1405 NOBLES LN	BROADVIEW HEIG, OH	564.18	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99745974369625	40.39984834092071
1898720	0095G00201000000	204 SANTRON AVE	PITTSBURGH, PA	1153.14	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98905564601436	40.39021732447855
1898721	0060K00192000000	1700 MOUNT JOSEPH ST	PITTSBURGH, PA	1320.87	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99144083750252	40.39759989448197
1898722	0095R00028000000	334 OVERBROOK BLVD	PITTSBURGH, PA	1252.25	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98902927385798	40.387032505738965
1898723	0094L00040000000	225 CEDARCOVE ST	PITTSBURGH, PA	190.21	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.97335860992267	40.38934912173286
1898724	0095M00001000000	2403 BROWNSVILLE RD	PITTSBURGH, PA	308.79	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.98301710751059	40.38710237734769
1898725	0033S00229000000	11 LACONA ST	BETHEL PARK, PA	1109.29	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98486304617234	40.40495617865363
1898726	0060S00357000000	2006 BROWNSVILLE RD	PHILADELPHIA, PA	3045.79	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-12	-79.98690623365052	40.39476178330029
1898727	0094P00001000000	2551 CHURCHVIEW AVE	PITTSBURGH, PA	2329.13	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-15	-79.97855197062665	40.38618638279892
1898728	0137A00004000000	130 MAYTIDE ST	PITTSBURGH, PA	2270.05	0	0	0	0	Industrial	Carrick	4	29	4	29	3	4-23	-79.98273574814687	40.38463916030278
1898729	0095S00137000000	2361 VALERA AVE	PITTSBURGH, PA	606.86	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.9856778129884	40.38642476486034
1898730	0060B00210000000	108 NOBLES LN	PITTSBURGH, PA	941.59	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.99252058278097	40.40298480837102
1898731	0059A00252000000	PARALLEL AVE	PITTSBURGH, PA	32.41	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98167834021604	40.40256359038908
1898732	0138D00016000000	226 MAYTIDE ST	PITTSBURGH, PA	580.17	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98319122131159	40.384652946807805
1898733	0094P00263000000	2609 BROWNSVILLE RD	BAYSIDE, NY	2458	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.97828067382838	40.38555080637845
1898734	0094N00270000000	130 MAYTIDE ST	PITTSBURGH, PA	463.17	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.98212722660699	40.384919761562834
1898735	0060G00218000000	1614 CONCORDIA ST	PITTSBURGH, PA	1019.72	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.9877369978405	40.39955979400098
1898736	0137A00231000000	113 MERRITT AVE	PITTSBURGH, PA	1052.13	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98051577001632	40.38335818248153
1898737	0095C00099000000	2004 COVERT ST	PITTSBURGH, PA	829.12	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98985342000776	40.3938923107771
1898738	0137A00025000000	102 MAYTIDE ST	PITTSBURGH, PA	751.71	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98065718708216	40.384621824525006
1898739	0138B00015000000	475 ANTENOR AVE	PITTSBURGH, PA	351.45	0	0	0	0	Residential	Carrick	4	32	4	32	3	4-23	-79.99241807993806	40.384386878934
1898740	0060G00198000000	16 E MEYERS ST	HALLANDALE, FL	1218.02	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98828901905996	40.39975812696637
1898741	0060B00105000000	25 MINOOKA ST	PITTSBURGH, PA	230.64	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.99138440689445	40.40398176382404
1898742	0094F00213000000	238 SPENCER AVE	PITTSBURGH, PA	543.95	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.97589312266558	40.389608342105646
1898743	0060M00270000000	223 MEREDITH ST	BEAVER, PA	1097.85	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98450122064024	40.39802305458066
1898744	0033P00075000000	1027 BROWNSVILLE RD	IRVING, TX	2725.58	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.99137879655774	40.406137923567
1898745	0060M00087000000	1812 LEOLYN ST	MOUNT PLEASANT, PA	850.08	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98554010527927	40.397044980376045
1898746	0095M00280000000	119 RAVILLA AVE	PITTSBURGH, PA	2124.03	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98652393735618	40.388158018538846
1898747	0060B00054000000	169 BROOK ST	PITTSBURGH, PA	703.32	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.9949882981507	40.40347184705958
1898748	0060L00314000000	1716 AMANDA ST	PITTSBURGH, PA	1116.92	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98719274333612	40.398097724306346
1898749	0095R00035000000	348 OVERBROOK BLVD	DES MOINES, IA	1505.74	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98923928305177	40.38688871474701
1898750	0095D00268000000	2117 BROWNSVILLE RD	PITTSBURGH, PA	22090.54	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-12	-79.98606803433948	40.39253780073837
1898751	0094A00209000000	BECKS RUN RD	WEST MIFFLIN, PA	405.99	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.98006064759379	40.39260772323404
1898752	0137A00006000000	130 MAYTIDE ST	PITTSBURGH, PA	2247.18	0	0	0	0	Industrial	Carrick	4	29	4	29	3	4-23	-79.9819264873536	40.38460304134461
1898753	0095M00075000000	BECKS RUN RD	SANFORD, NC	97.22	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98340188488135	40.389531647694376
1898754	0060S00355000000	2000 BROWNSVILLE RD	PITTSBURGH, PA	895.84	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-12	-79.98691580864617	40.394932935323794
1898755	0094E00025000000	NUZUM AVE	FINLEYVILLE, PA	36.22	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98271885741258	40.39105520335448
1898756	0060L00169000000	1624 DELLROSE ST	PITTSBURGH, PA	552.76	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98987729953262	40.39913140096252
1898757	0059A00056000000	414 BIRMINGHAM AVE	PITTSBURGH, PA	1326.57	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.9806952815758	40.40397530775008
1898758	0094B00020000000	521 BRINWOOD AVE	DES MOINES, IA	755.53	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.97842256239686	40.393947029245034
1898759	0032N00330000000	616 LAUGHLIN AVE	PITTSBURGH, PA	733.82	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.9791959755052	40.40440270228687
1898760	0060R00379000000	1907 BROWNSVILLE RD	PITTSBURGH, PA	53.39	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-12	-79.98731649940915	40.39653906825245
1898761	0033P00267000000	41 CEDRICTON ST	PITTSBURGH, PA	421.97	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.9925468313814	40.40456985321922
1898762	0060M00376000000	209 POPLARGROVE ST	PITTSBURGH, PA	265.68	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98461454465945	40.396980060569085
1898763	0095R00291000000	372 MAYTIDE ST	PITTSBURGH, PA	399.11	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98703889468224	40.38467788120627
1898764	0059N00156000000	224 HORNADAY RD	ELIZABETH, PA	1372.34	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98151034728835	40.39547393849172
1898765	0060S00093000000	118 POPLARGROVE ST	PITTSBURGH, PA	367.86	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98560330614035	40.39619550303669
1898766	0060B00051000000	BROOK ST	PITTSBURGH, PA	266.84	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.99475573883194	40.403646201467865
1898767	0060D00227000000	227 BIRMINGHAM AVE	DRESHER, PA	1452.37	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98516715118083	40.40287779816455
1898768	0032N00332000000	LAUGHLIN AVE	PITTSBURGH, PA	91.49	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.97909745825211	40.40434452932197
1898769	0060M00109000000	1710 LEOLYN ST	PITTSBURGH, PA	1355.18	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.9862014033474	40.39850182481294
1898770	0060M00288000000	309 MEREDITH ST	PITTSBURGH, PA	233.47	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98281086556757	40.398359253327605
1898771	0060D00239000000	205 BIRMINGHAM AVE	CHARLOTTE, NC	914.88	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98616494726005	40.40270043713996
1898772	0060L00098000000	115 W CHERRYHILL ST	PITTSBURGH, PA	1185.53	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99034165579306	40.39757267878783
1898773	0033S00230000000	9 LACONA ST	PITTSBURGH, PA	253.71	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98498322253128	40.4049090253516
1898774	0060S00014000000	1927 BROWNSVILLE RD	PITTSBURGH, PA	170.48	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-12	-79.98653908449553	40.39542541878413
1898775	0094A00085000000	203 E WOODFORD AVE	PITTSBURGH, PA	716.67	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.9827257546831	40.39313652139042
1898776	0060L00096000000	111 W CHERRYHILL ST	PITTSBURGH, PA	909.17	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99021750163821	40.39760195688299
1898777	0095C00206000000	1944 WESTMONT AVE	PITTSBURGH, PA	800.52	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98789301907888	40.3942175511519
1898778	0060D00240000000	203 BIRMINGHAM AVE	PITTSBURGH, PA	597.72	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98625370293657	40.402697185076285
1898779	0060L00197000000	9 THIELMAN AVE	BETHEL PARK, PA	709.03	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98943784214117	40.398987778745614
1898780	0060R00291000000	1921 WESTMONT AVE	PITTSBURGH, PA	1888.85	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98773457999815	40.395280011683255
1898781	0094N00269000000	130 MAYTIDE ST	PITTSBURGH, PA	354.51	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.98217178241188	40.384834385584846
1898782	0094K00172000000	211 SPENCER AVE	AUSTIN, TX	1189.34	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.97654672670066	40.388562215899206
1898783	0095R00393000000	2328 VALERA AVE	PITTSBURGH, PA	1139.79	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98698899645635	40.38701153576945
1898784	0060J00258000000	1517 CELTIC ST	HARMONY, PA	1179.83	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99587469956055	40.39832749964466
1898785	0095D00172000000	109 E WOODFORD AVE	PITTSBURGH, PA	1404.73	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98468406593769	40.393452117773386
1898786	0137A00159000000	48 MERRITT AVE	ACCOKEEK, MD	552.76	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.97980698040404	40.38381512970064
1898787	0094J00006000000	118 CARRICK AVE	PITTSBURGH, PA	459.34	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.98180629625885	40.38950120763501
1898788	0033P00246000000	16 CEDRICTON ST	PITTSBURGH, PA	1132.18	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.99169978055043	40.405226700948816
1898789	0138D00143000000	364 MERRITT AVE	PITTSBURGH, PA	857.7	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98679044873745	40.383995443215866
1898790	0094A00280000000	314 CARRICK AVE	PITTSBURGH, PA	354.51	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.979495211178	40.39202115019207
1898791	0033P00073000000	1025 BROWNSVILLE RD	PITTSBURGH, PA	1692.53	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.99152010169935	40.40621437648854
1898792	0060L00030000000	1643 MOUNT JOSEPH ST	PITTSBURGH, PA	888.22	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99109875576873	40.39827636480595
1898793	0094N00249000000	130 MAYTIDE ST	PITTSBURGH, PA	444.11	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.9824079073189	40.384888060876655
1898794	0095G00032000000	154 PARKFIELD ST	BETHEL PARK, PA	707.64	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98994734886773	40.39139375303124
1898795	0060D00096000000	300 LINNVIEW AVE	IRVING, TX	545.86	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98447253896877	40.40363885231223
1898796	0060L00094000000	109 W CHERRYHILL ST	CANONSBURG, PA	937.78	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99010623761427	40.39761866259252
1898797	0060M00174000000	248 SPRUCEWOOD ST	SOUTHFIELD, MI	585.91	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98365365421027	40.39863911475985
1898798	0095D00020000000	2040 BROWNSVILLE RD	PITTSBURGH, PA	2191.92	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-12	-79.98683307801987	40.39361899427222
1898799	0033R00069000000	109 CALHOUN AVE	PITTSBURGH, PA	296.19	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98864560128135	40.40611319606976
1898800	0033K00237000000	915 BROWNSVILLE RD	BIRMINGHAM, AL	1328.49	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.99161838898834	40.407030028025375
1898801	0095H00335000000	141 NUZUM AVE	PITTSBURGH, PA	954.91	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98421892407971	40.39050930257518
1898802	0138D00155000000	336 MERRITT AVE	PITTSBURGH, PA	662.15	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98570285740675	40.383934042252655
1898803	0060G00313000000	111 THE BOULEVARD	PITTSBURGH, PA	936	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98785778745666	40.40151651306175
1898804	0060C00284000000	140 LINNVIEW AVE	PITTSBURGH, PA	743.34	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98697164595752	40.40312061783576
1898805	0060L00317000000	1710 AMANDA ST	IRVING, TX	414.37	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98756509467002	40.39810161782766
1898806	0060N00150000000	1735 PARKFIELD ST	PITTSBURGH, PA	216.02	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99628219172868	40.394756254990575
1898807	0060G00141000000	1615 BROWNSVILLE RD	DES MOINES, IA	1253.86	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-12	-79.98871872228273	40.39932122807675
1898808	0094F00156000000	247 SPENCER AVE	CLAIRTON, PA	2727.5	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-15	-79.97656895391215	40.38982598023944
1898809	0094K00213000000	156 KIRK AVE	PITTSBURGH, PA	1229.38	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.97694683715072	40.38760183195241
1898810	0094N00272000000	130 MAYTIDE ST	PITTSBURGH, PA	402.18	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.98177687857452	40.384880209848816
1898811	0095C00209000000	1940 WESTMONT AVE	PITTSBURGH, PA	616.05	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98790987046937	40.394380178086
1898812	0060C00298000000	121 LINNVIEW AVE	PITTSBURGH, PA	973.98	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98790826349226	40.40359101543264
1898813	0138C00037000000	530 MAYTIDE ST	PITTSBURGH, PA	401.01	0	0	0	0	Residential	Carrick	4	32	4	32	3	4-23	-79.98946129335854	40.3842895922225
1898814	0060B00045000000	BROOK ST	PITTSBURGH, PA	66.72	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.99426190214726	40.40372252667518
1898815	0060N00190000000	1635 NOBLES LN	PITTSBURGH, PA	1835.49	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.99650478223548	40.396788777746416
1898816	0060R00302000000	2004 DELLROSE ST	PITTSBURGH, PA	169.25	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98734133708183	40.39447784208296
1898817	0060B00052000000	BROOK ST	PITTSBURGH, PA	66.72	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.99488855139198	40.403631401766575
1898818	0061H00365000000	1641 SAW MILL RUN BLVD	PITTSBURGH, PA	2997.52	0	0	0	0	Commercial	Carrick	4	32	4	32	3	4-25	-79.99995851984816	40.39984230081552
1898819	0060B00194000000	130 NOBLES LN	PITTSBURGH, PA	779.56	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-7	-79.99364279153977	40.402839272829546
1898820	0060L00184000000	1656 DELLROSE ST	PITTSBURGH, PA	468.9	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98936857015273	40.39808693538294
1898821	0033R00276000000	1123 AMANDA ST	PITTSBURGH, PA	550.84	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98898948321573	40.40463923328167
1898822	0060J00220000000	434 MOSGROVE ST	SOUTHFIELD, MI	101.03	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99674297721825	40.39821005152984
1898823	0060S00215000000	237 E AGNEW AVE	PITTSBURGH, PA	519.18	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98307625245978	40.39654704043434
1898824	0095H00343000000	168 NUZUM AVE	FINLEYVILLE, PA	428.86	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98281618209882	40.39097867086965
1898825	0094N00070000000	2550 BROWNSVILLE RD	PITTSBURGH, PA	2251	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.97897340354756	40.3856167554087
1898826	0094K00163000000	168 KIRK AVE	PITTSBURGH, PA	337.36	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.9766881501362	40.38784722902672
1898827	0094N00122000000	2500 BROWNSVILLE RD	PITTSBURGH, PA	9653.9	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.9811690870072	40.38655445723263
1898828	0060M00290000000	306 MEREDITH ST	PITTSBURGH, PA	1092.15	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98281042952044	40.39791487337267
1898829	0137E00090000000	146 NEWBURN AVE	BETHEL PARK, PA	2916.2	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.9813857809975	40.38152000543207
1898830	0094E00015000000	220 NUZUM AVE	PITTSBURGH, PA	559.22	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98215849885494	40.39150463066333
1898831	0095H00002000000	2244 DELLROSE ST	PITTSBURGH, PA	1296.08	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.9869085811734	40.389806545310975
1898832	0137A00172000000	120 MERRITT AVE	PITTSBURGH, PA	346.92	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98097025323327	40.38374460421867
1898833	0060L00059000000	109 THIELMAN AVE	PITTSBURGH, PA	218.49	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99058920318252	40.39868766588485
1898834	0059J00273000000	323 E AGNEW AVE	PITTSBURGH, PA	476.64	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98129423189114	40.39711831162408
1898835	0094A00084000000	201 E WOODFORD AVE	PITTSBURGH, PA	669.02	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98281874591527	40.39315352183781
1898836	0059N00028000000	310 E AGNEW AVE	IRVING, TX	871.06	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98182370820878	40.39640304504125
1898837	0060S00006000002	1907 BROWNSVILLE RD	PITTSBURGH, PA	1553.4	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-12	-79.9869052368232	40.396373682624926
1898838	0060J00221000000	434 MOSGROVE ST	SOUTHFIELD, MI	251.97	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99674822386713	40.39809445892303
1898839	0095C00240000000	19 W WOODFORD AVE	HONOLULU, HI	1433.31	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98750623819845	40.39307751010474
1898840	0095H00340000000	NUZUM AVE	DES MOINES, IA	104.84	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98378886988085	40.3907258053468
1898841	0095L00240000000	2257 SPOKANE AVE	PITTSBURGH, PA	641.17	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98956195152334	40.38901047875325
1898842	0060P00160000000	375 COPPERFIELD AVE	SHICKSHINNY, PA	476.5	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.994732905515	40.39494979983585
1898843	0060C00299000000	LINNVIEW AVE	PITTSBURGH, PA	106.74	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.9880639736232	40.40357764297016
1898844	0033S00254000000	LACONA ST	PITTSBURGH, PA	76.24	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98443360130841	40.4046858077722
1898845	0060S00232000000	210 E AGNEW AVE	PITTSBURGH, PA	688.81	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98392145590219	40.395722433858765
1898846	0095D00226000000	104 E WOODFORD AVE	FORT WORTH, TX	827.95	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98481389461186	40.39296093015441
1898847	0060D00278000000	300 BIRMINGHAM AVE	PITTSBURGH, PA	1134.83	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98398939207705	40.40274640428096
1898848	0060G00210000000	18 E MEYERS ST	BETHEL PARK, PA	759.79	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98799566580003	40.39979393954895
1898849	0060L00011000000	1721 MOUNT JOSEPH ST	PITTSBURGH, PA	592.78	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99060311279878	40.39708533391106
1898850	0033S00253000000	14 LACONA ST	PITTSBURGH, PA	800.52	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98451485264793	40.40465213636177
1898851	0033R00166000000	133 WYNOKA ST	PITTSBURGH, PA	654.5	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98766640569859	40.40572319561584
1898852	0060K00161000000	1704 PLATEAU ST	PITTSBURGH, PA	681.2	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.99241028830512	40.39726366478026
1898853	0095G00140000000	2236 VALERA AVE	IRVING, TX	456.29	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-23	-79.98857100590166	40.39005861554318
1898854	0094N00271000000	130 MAYTIDE ST	PITTSBURGH, PA	339.29	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-23	-79.98191579747045	40.38487658665972
1898855	0059N00130000000	220 HORNADAY RD	EMPORIUM, PA	1233.19	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98170999259008	40.39531549397554
1898856	0060R00362000000	1902 BROWNSVILLE RD	PITTSBURGH, PA	1793.56	0	0	0	0	Commercial	Carrick	4	29	4	29	3	4-12	-79.98756635703639	40.39593679582005
1898857	0094E00132000000	125 CARRICK AVE	CANONSBURG, PA	1046.4	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-15	-79.98229992423978	40.39018901797725
1898858	0061D00277000000	1203 EDGEBROOK AVE	JEANNETTE, PA	3195.1	0	0	0	0	Commercial	Carrick	4	18	4	18	3	4-25	-79.99993540660812	40.401909061820135
1898859	0059A00024000000	339 BIRMINGHAM AVE	CHERRY HILL, NJ	1252.25	0	0	0	0	Residential	Carrick	4	29	4	29	3	4-12	-79.98263279312337	40.403793803261046
